0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
71,0,4,0,0,2,3,0,3,0,0,0,5,4,4,5,0,5,4,0,0,3,0,4,0,2,0,0,5,5,0,0,0,0,3,5,4,0,5,0,5,0,0,2,2,5,0,0,5,5,1,4,0,4,4,1,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,3,5,4,4,0,3,4,3,5,0,4,3,3,0,4,0,0,5,0,5,4,5,0,3,3
72,5,0,4,4,4,5,2,0,5,0,4,5,0,0,0,0,0,5,5,0,0,0,4,0,2,0,0,0,4,4,5,4,4,0,0,5,0,0,0,0,4,0,5,5,5,4,3,0,3,0,4,5,0,2,0,2,0,0,0,1,4,0,4,4,4,4,3,5,5,0,5,0,0,0,1,0,1,3,2,2,3,4,0,3,5,4,0,1,0,3,0,0,0,1,5
73,4,4,5,0,1,0,5,4,4,4,4,4,0,5,0,0,3,0,0,0,3,1,5,5,5,0,0,5,0,5,0,0,5,0,4,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,1,0,4,0,2,1,2,0,3,0,3,1,2,5,5,0,0,4,4,0,3,2,5,0,0,3,5,0,0,0,4,0,5,0,0
74,0,2,5,4,0,0,3,3,0,4,0,4,0,1,4,3,0,4,5,0,0,5,0,5,3,0,4,5,0,5,0,0,3,3,4,5,4,0,4,4,5,4,5,0,2,0,0,4,1,5,5,0,4,5,5,2,0,3,0,0,0,0,5,0,0,0,0,4,4,4,0,0,0,1,5,1,0,5,0,5,4,0,4,5,0,5,2,4,4,3,4,3,0,5,4
75,5,0,4,3,5,0,2,4,5,3,5,0,5,4,0,0,3,4,5,0,4,4,4,1,0,5,5,3,4,4,4,4,0,3,5,0,0,3,5,5,3,4,5,0,0,5,4,3,5,0,2,0,0,0,5,1,0,2,4,0,0,0,4,5,0,3,0,5,5,3,2,0,3,4,0,2,0,0,0,4,0,0,3,4,4,0,0,5,0,4,3,5,4,0,3
76,3,0,4,5,0,0,4,0,1,0,5,0,5,0,4,5,5,0,5,4,0,0,3,5,5,5,5,0,0,4,3,0,4,0,0,0,1,0,5,4,5,1,0,5,1,3,0,5,0,5,0,0,5,2,4,5,0,0,5,5,2,4,4,4,0,1,5,0,5,5,0,5,4,0,5,0,3,0,0,0,2,4,0,5,0,3,0,5,3,4,0,0,4,4,3
77,0,0,5,0,0,0,0,3,4,3,0,4,0,1,4,4,0,1,1,1,3,5,3,4,1,0,4,3,5,5,0,4,0,4,0,3,5,0,0,4,0,0,0,0,0,0,3,5,4,2,3,3,0,5,5,1,0,0,0,4,4,5,4,4,2,4,3,2,5,4,5,0,3,5,0,4,0,4,2,0,5,0,4,5,0,5,0,0,2,2,4,0,1,3,4
78,5,0,0,5,0,4,0,0,2,0,4,0,0,5,0,5,4,5,5,0,0,3,3,5,3,0,4,3,0,4,0,0,5,0,2,0,5,0,2,1,4,5,4,0,4,0,0,4,5,5,0,5,0,5,2,5,3,0,3,4,0,0,0,0,4,4,0,0,4,4,4,5,0,3,4,0,4,4,3,4,3,4,3,0,0,5,0,4,0,2,4,4,2,0,4
79,3,2,2,0,4,0,0,1,5,4,4,0,5,4,4,3,3,0,5,4,0,0,4,5,4,1,5,0,3,4,2,5,0,4,4,5,0,2,0,0,0,4,0,4,0,0,5,0,4,0,5,0,0,5,5,5,5,0,5,4,5,0,0,0,2,5,0,4,0,5,3,0,5,5,0,4,5,4,5,0,0,0,0,5,1,4,0,4,4,0,0,0,0,4,4
80,4,0,2,0,4,0,4,5,0,5,0,3,4,5,5,0,4,0,4,4,3,4,3,3,0,4,3,5,0,0,5,0,5,4,4,5,0,4,0,3,0,2,4,5,0,0,0,2,0,0,0,5,4,4,0,0,5,5,3,5,0,0,0,5,0,5,4,0,0,0,0,4,0,4,0,1,3,5,5,0,1,4,0,0,4,4,0,4,4,0,4,5,0,3,0
81,2,5,4,3,3,0,0,3,4,0,0,0,5,5,4,5,4,4,0,4,0,0,0,0,1,5,4,4,0,1,3,0,0,4,0,0,0,5,4,5,3,5,0,0,2,0,0,5,4,4,0,5,4,5,0,4,1,0,3,4,0,0,5,5,0,4,2,5,0,2,5,4,0,0,5,5,5,0,4,2,5,4,4,4,5,5,0,1,5,0,2,0,0,5,4
82,0,5,0,3,0,4,5,2,0,4,0,4,5,0,4,3,0,0,5,4,0,1,0,0,1,3,4,4,5,1,3,5,5,0,5,4,5,4,0,0,0,4,0,0,3,5,0,0,3,0,0,5,0,0,0,4,3,3,0,5,5,5,0,4,4,0,4,4,4,4,1,0,4,0,4,2,4,3,4,5,0,0,5,2,3,0,3,0,4,5,5,3,0,5,1
83,0,5,5,2,3,4,5,5,5,3,4,4,5,0,0,5,4,0,5,0,0,4,4,5,5,3,0,0,3,0,4,3,5,0,0,5,0,3,3,0,4,0,4,0,5,0,0,0,1,0,1,0,0,0,4,3,0,0,0,5,3,0,5,2,0,0,0,0,2,5,5,5,0,3,5,5,0,4,0,2,5,3,5,5,0,3,0,0,5,2,4,5,0,0,0
84,0,4,4,2,0,0,0,5,4,4,4,5,5,3,5,0,0,0,5,1,5,0,3,1,0,1,0,0,4,2,0,5,4,5,5,5,2,0,0,0,1,5,5,3,5,0,4,0,0,5,5,4,4,0,0,0,0,0,0,4,4,3,4,4,5,3,4,3,0,3,0,0,2,0,4,2,1,4,4,5,4,4,3,5,4,0,2,4,5,0,0,3,4,1,5
85,0,4,0,4,0,3,0,4,0,1,0,1,5,2,4,3,0,0,0,5,0,3,0,4,5,0,0,0,0,0,4,1,5,3,5,0,0,5,0,4,4,4,5,4,0,0,4,2,5,5,0,3,3,0,4,4,4,3,5,4,5,4,0,0,4,0,1,5,0,3,4,5,5,0,0,4,0,4,3,0,0,0,1,5,4,1,5,5,3,0,4,4,0,5,0
86,3,0,4,1,1,4,0,0,0,4,2,0,5,3,4,2,5,2,1,0,4,0,0,0,0,4,0,0,3,3,1,0,4,2,0,3,5,0,4,5,1,4,5,5,3,4,0,4,0,0,4,2,5,5,4,5,4,4,1,5,0,0,1,4,4,0,0,0,5,4,5,0,3,0,1,4,4,4,0,5,4,3,0,4,2,2,1,0,0,4,1,4,0,0,4
87,4,3,4,4,5,4,4,4,0,5,3,1,1,0,3,5,5,0,0,3,3,5,1,4,5,5,0,4,3,5,5,0,1,0,0,1,4,3,5,0,5,0,3,4,5,0,4,5,0,5,4,5,1,4,0,5,4,1,0,3,5,3,0,0,3,0,5,0,0,5,4,5,4,4,2,4,4,4,0,3,0,5,3,5,0,5,3,0,0,4,0,5,4,5,0
88,0,5,0,4,0,0,4,4,5,1,5,0,0,4,5,3,2,4,3,3,5,0,2,3,4,0,4,0,4,5,0,0,0,0,0,1,0,2,0,3,0,4,2,5,0,5,4,0,5,0,5,0,0,0,0,0,0,0,5,4,5,3,0,0,2,2,1,0,0,4,0,4,0,5,3,0,0,2,0,3,5,5,0,0,4,4,5,5,0,0,0,4,4,3,1
89,0,0,5,0,4,5,4,4,0,3,0,4,1,5,5,3,4,0,5,0,0,1,1,0,4,0,0,0,3,5,5,5,4,0,0,0,4,0,4,4,2,5,0,0,3,1,4,0,0,5,3,5,0,5,1,3,0,0,3,0,0,4,1,4,5,0,3,5,5,3,0,4,0,4,5,0,4,5,3,4,5,1,0,0,4,4,0,2,0,0,4,5,4,5,4
90,5,3,0,4,5,0,4,0,5,5,5,5,0,5,1,1,0,2,3,3,4,0,5,0,0,0,0,0,4,5,0,5,0,1,0,5,0,0,0,5,0,1,0,5,4,5,5,4,5,5,5,4,3,4,3,4,0,3,3,1,5,5,0,1,5,2,5,2,0,3,5,1,3,5,4,0,3,0,0,4,0,5,5,0,2,5,3,4,4,4,3,0,0,0,4
91,1,0,0,3,3,5,5,0,0,0,4,0,0,0,5,4,0,1,3,5,4,4,3,4,0,0,4,4,0,1,5,0,3,5,3,4,0,5,3,5,4,0,3,0,0,4,3,0,0,5,4,2,0,0,5,0,5,0,5,0,0,0,1,0,4,0,3,5,4,2,0,5,1,4,5,5,5,5,1,0,5,3,1,5,4,3,2,0,4,1,0,5,0,0,5
92,4,5,0,5,0,4,1,0,5,0,5,0,0,1,0,5,4,5,0,2,4,0,0,2,0,0,5,0,4,0,0,4,5,0,3,5,4,0,5,0,5,5,0,0,5,4,0,5,0,0,0,3,4,4,3,0,0,0,0,0,0,2,1,0,4,0,0,0,0,2,4,4,0,5,0,5,5,3,0,0,4,4,0,0,0,0,5,2,5,0,4,4,0,5,0
93,0,0,0,0,4,0,3,0,0,1,5,3,3,5,0,4,0,5,3,0,3,3,3,3,4,0,5,0,0,0,1,2,3,0,5,4,0,0,0,4,0,3,5,0,0,4,0,4,5,0,0,0,5,0,0,5,5,0,4,5,0,1,1,0,5,0,0,5,0,4,4,0,4,0,0,0,5,0,3,5,5,5,2,0,5,0,4,0,5,4,4,4,4,0,5
94,5,5,4,5,3,5,3,4,3,5,4,5,0,0,0,4,0,0,0,3,0,5,4,3,2,0,5,0,4,0,3,3,0,3,0,1,0,5,5,0,0,3,2,5,4,0,0,0,5,4,0,1,4,1,5,0,3,0,2,0,0,4,5,3,5,0,4,5,0,4,3,0,0,4,3,0,3,0,2,5,2,4,4,3,0,0,0,1,0,4,5,5,2,5,0
95,2,0,3,0,5,4,1,0,0,3,2,0,4,0,0,4,0,3,5,5,1,5,0,0,1,4,4,2,5,3,2,0,0,0,0,5,0,0,5,4,3,0,3,5,5,0,4,1,0,2,0,5,5,4,2,0,2,0,5,0,5,0,0,4,4,0,0,0,5,5,0,3,0,5,0,5,4,0,4,0,5,2,2,4,0,2,5,0,4,0,0,0,4,4,3
96,4,0,5,4,2,0,0,3,5,5,4,0,5,5,2,5,5,0,0,4,0,4,4,0,0,0,0,0,2,4,5,0,0,4,0,3,5,0,0,0,4,2,0,4,0,5,4,3,3,5,5,4,1,5,4,5,0,2,4,0,0,0,4,0,0,4,0,5,0,5,3,1,0,5,0,3,0,0,2,4,0,1,1,1,4,0,5,5,0,0,4,0,0,0,3
97,5,5,2,0,5,5,5,0,0,0,4,1,4,4,0,1,4,4,5,0,0,0,0,4,5,0,4,4,0,4,5,0,0,4,1,5,1,0,5,0,5,3,4,0,4,1,5,5,2,4,0,0,4,3,4,0,0,4,5,4,4,4,5,4,5,0,1,0,4,4,2,4,0,0,2,5,0,1,4,4,2,0,4,4,4,0,3,5,3,5,3,5,0,0,0
98,4,3,0,5,0,5,0,5,0,5,0,0,3,4,0,5,4,4,0,5,5,0,4,5,0,0,5,4,0,4,0,4,4,0,5,1,0,0,5,5,4,4,0,0,4,3,5,4,0,0,5,1,3,4,4,3,4,4,0,5,4,4,5,1,3,3,0,0,5,0,5,3,0,0,3,1,5,0,0,2,4,0,1,5,5,0,3,2,0,5,3,4,3,0,1
99,5,3,4,0,4,0,0,0,4,0,0,1,5,4,4,5,4,0,0,0,4,3,2,1,4,3,4,0,4,0,0,1,0,0,0,5,3,3,0,5,0,2,0,4,0,2,0,3,0,5,4,0,3,0,3,0,5,5,0,2,1,4,5,0,0,2,4,4,0,4,3,0,2,4,1,4,2,0,5,5,3,0,0,5,0,0,3,3,5,0,0,0,0,4,4
100,0,0,2,0,0,4,4,0,0,0,0,5,4,0,0,4,4,4,2,5,4,0,0,5,0,0,2,0,0,5,0,0,0,0,5,0,5,5,0,4,0,0,0,3,0,0,2,1,4,5,0,5,3,0,0,5,0,0,3,0,4,0,2,5,0,0,1,5,0,4,0,5,5,3,5,4,4,0,5,2,4,0,4,5,3,0,0,0,3,0,4,0,3,5,5
101,5,1,5,4,5,4,0,5,0,0,1,1,4,5,0,0,5,0,5,0,0,3,0,4,4,1,4,5,1,4,1,0,5,0,1,5,1,0,0,0,3,0,0,5,1,3,2,5,2,4,4,1,5,3,4,3,0,1,0,4,3,4,0,1,0,0,4,4,5,2,0,5,3,4,2,3,0,4,4,4,0,4,5,0,0,0,5,0,0,0,5,0,5,0,0
102,2,4,0,3,5,0,0,5,2,4,0,0,4,2,0,1,0,0,0,4,0,5,0,5,4,4,5,2,5,4,1,0,5,0,5,0,2,0,5,4,3,0,5,0,1,0,2,5,5,4,0,5,0,5,4,1,0,0,4,5,0,3,2,0,0,5,0,0,1,0,0,5,0,0,5,0,3,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,3,3,5
103,4,0,0,4,0,5,0,4,4,0,0,4,4,1,3,0,0,3,4,0,0,0,3,4,5,0,3,2,3,1,0,1,0,5,5,0,0,3,0,4,5,5,0,5,4,0,4,5,2,2,5,0,0,0,3,3,3,0,0,0,3,5,4,5,3,3,3,4,3,5,0,3,5,0,0,4,0,0,5,0,4,3,0,0,4,0,0,0,4,4,4,5,4,5,3
104,4,0,0,5,5,4,0,5,5,4,5,5,1,4,4,0,0,2,3,0,4,2,2,0,3,0,2,0,3,3,1,4,0,0,0,4,0,0,0,5,4,0,0,4,0,4,5,4,4,1,5,5,3,4,0,2,4,0,0,4,4,3,0,5,4,5,4,0,5,3,5,0,3,0,0,3,5,5,0,0,3,0,0,5,0,0,0,2,5,3,5,5,4,0,2
105,4,4,5,5,5,5,1,0,0,4,5,0,3,2,0,0,2,4,1,0,4,5,3,3,0,0,5,1,4,4,4,4,4,2,0,5,0,3,2,4,4,0,5,0,5,0,3,3,4,0,0,0,1,5,5,5,4,0,4,4,5,5,5,3,0,5,5,0,0,1,0,0,0,0,5,4,5,0,0,0,3,5,3,4,4,0,5,0,0,3,4,0,0,2,0
106,0,0,5,3,4,5,0,4,4,0,4,2,0,0,0,3,0,0,4,3,0,3,4,0,5,3,4,5,0,5,0,3,3,5,3,5,0,4,3,3,4,0,4,0,4,0,0,0,5,4,1,0,4,1,5,2,0,4,5,4,0,0,0,0,5,0,0,4,5,0,4,0,0,3,0,0,5,1,4,1,5,5,0,4,2,0,5,5,0,0,5,0,4,4,0
107,5,5,0,0,5,0,5,4,0,4,4,1,4,4,5,0,5,4,0,0,5,5,4,0,4,0,5,5,4,5,3,5,0,5,4,5,0,0,4,5,0,5,5,4,0,1,3,2,0,4,4,1,0,5,0,4,5,0,4,5,4,4,2,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,5,4,5,3,3,4,0,5,5,5,3,5,0,3,0,4,0
108,1,5,0,4,5,0,0,5,1,2,0,0,4,0,2,0,2,0,4,0,5,0,1,3,0,3,5,0,4,3,3,0,0,3,3,5,3,0,0,5,0,0,0,0,4,5,5,0,1,4,0,5,0,2,0,0,0,4,3,3,4,0,0,4,0,4,5,5,4,4,5,0,0,0,0,0,4,3,5,5,0,0,4,0,3,3,4,1,5,4,4,0,5,4,4
109,0,4,5,0,0,2,0,0,0,0,0,5,3,1,2,3,4,0,0,5,0,4,4,5,5,0,0,4,5,0,0,0,1,0,0,4,4,0,5,1,0,0,4,0,0,5,4,0,4,0,0,0,0,0,2,1,4,4,5,0,2,1,2,1,5,0,4,0,3,4,4,0,3,4,3,5,4,4,5,3,5,4,5,0,0,5,3,0,4,5,3,4,3,5,3
110,5,4,3,3,0,0,0,0,4,4,1,4,5,1,0,5,0,0,0,0,0,0,5,2,4,4,5,3,3,0,0,0,3,0,5,4,5,5,5,0,4,0,1,4,4,4,1,2,1,3,0,0,0,5,5,1,0,2,0,5,1,0,0,3,5,2,5,2,3,0,2,0,5,4,4,0,0,0,5,0,0,4,5,4,5,5,0,3,0,5,4,0,5,0,5
111,2,3,4,0,5,4,5,4,0,0,3,0,0,5,5,1,0,0,5,2,4,5,0,1,0,4,0,0,0,1,2,0,0,5,0,4,0,5,0,5,4,5,2,0,0,5,5,3,4,4,0,0,3,1,2,3,4,1,5,2,3,5,4,0,2,2,4,1,2,4,5,5,2,0,3,0,4,5,5,4,4,0,1,0,3,0,0,0,5,4,5,4,4,4,5
112,2,5,0,0,5,4,0,2,0,5,0,1,0,0,0,1,5,5,0,4,0,5,2,4,4,5,0,5,5,5,4,3,0,0,0,5,3,5,4,5,4,0,0,5,0,3,4,5,4,5,0,0,0,5,0,0,0,5,4,2,4,0,5,5,4,5,4,3,2,5,5,4,1,4,5,3,0,0,0,4,0,0,5,4,0,0,0,1,1,3,0,5,4,0,0
113,0,0,4,0,0,4,3,4,4,1,0,5,0,5,0,0,5,4,0,5,0,1,0,0,4,4,0,0,0,4,2,0,4,0,4,5,3,0,0,0,5,3,0,2,0,0,0,4,4,1,5,0,5,5,0,4,4,4,0,5,5,4,0,5,0,0,0,0,3,0,0,4,0,1,4,5,0,5,4,0,5,4,2,0,0,4,3,0,0,4,4,4,4,5,0
114,0,4,4,2,3,0,2,4,4,3,3,0,0,3,4,0,0,4,4,1,5,0,5,1,0,0,4,0,4,1,3,0,3,5,0,0,0,5,0,5,5,4,4,5,0,3,2,0,5,1,0,0,3,5,5,1,5,0,5,0,0,3,1,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,4,4,0,5,4,2,5,4,0,1,5,0,0,0,4,4,2
115,3,1,5,5,1,5,0,4,4,0,5,3,0,4,5,5,5,0,5,0,0,5,4,4,0,4,0,1,5,0,4,5,4,0,4,4,4,0,0,0,4,4,0,5,1,4,4,0,4,0,0,4,0,5,0,4,3,0,0,0,2,4,1,5,0,1,3,5,3,0,0,3,2,5,3,0,5,3,5,5,4,4,1,0,4,0,4,5,0,0,0,5,0,5,0
116,3,3,0,0,2,0,2,5,0,3,0,0,3,4,5,1,0,5,0,4,5,5,0,5,0,0,5,3,2,5,5,0,0,3,0,4,0,0,1,4,0,0,5,0,5,5,2,3,4,0,5,0,5,2,5,5,5,0,4,0,0,0,4,0,0,0,5,1,0,4,0,4,5,0,0,0,4,0,3,2,5,0,3,0,3,5,3,0,5,4,0,4,0,0,0
117,0,4,2,4,3,1,5,4,5,5,4,4,4,0,5,0,0,0,4,5,0,5,1,0,3,4,0,0,5,0,0,3,4,2,4,5,5,0,0,0,5,5,0,4,4,4,0,5,2,0,4,4,4,4,3,4,4,1,3,5,0,0,3,0,5,0,4,0,3,5,3,0,4,5,5,0,0,2,0,4,5,0,4,0,5,0,2,0,2,2,4,4,5,0,5
118,3,0,3,1,5,5,0,0,5,0,0,0,4,5,4,0,4,5,3,0,1,4,0,0,5,0,0,0,4,4,5,0,0,0,0,3,0,0,1,5,0,1,4,4,2,4,3,5,4,0,5,3,5,0,5,5,4,0,2,5,0,0,3,5,4,5,3,0,0,4,4,0,5,4,4,3,5,4,0,3,4,0,4,3,5,5,4,0,4,0,3,1,4,5,0
119,0,0,0,4,4,5,0,1,0,4,0,0,4,0,4,0,5,3,0,2,0,3,5,1,1,3,5,4,5,1,1,1,0,4,4,5,1,0,0,0,5,3,0,1,4,0,0,0,0,0,4,0,0,4,3,3,5,4,0,4,0,0,4,1,5,0,0,0,4,3,0,3,0,0,0,4,5,0,0,4,2,0,0,0,0,2,0,4,3,0,0,4,5,5,4
120,3,4,0,5,5,5,1,5,5,0,4,0,5,5,5,4,4,5,0,4,0,4,5,2,0,0,5,4,0,4,5,0,2,0,5,4,1,5,0,0,5,0,3,4,4,0,4,4,5,4,0,0,4,0,4,0,0,0,2,3,4,5,4,4,0,0,0,2,3,5,0,4,4,4,2,2,5,5,5,3,5,0,0,0,4,3,5,3,5,0,5,0,4,3,4
121,5,4,4,0,0,3,0,2,5,0,4,2,0,4,0,3,0,4,4,0,0,0,1,0,4,0,0,3,5,4,4,1,5,5,0,0,5,0,4,4,3,0,0,0,4,4,4,4,4,4,4,2,4,0,0,0,4,4,4,5,4,4,5,0,3,5,4,2,5,0,5,1,0,0,5,2,0,0,0,0,0,0,4,0,2,5,4,0,5,5,0,5,0,0,0
122,4,0,0,0,0,5,5,5,4,5,4,0,0,0,3,0,4,4,2,3,1,3,5,4,4,1,0,0,5,4,0,0,4,5,4,4,2,5,1,0,0,4,3,4,0,1,4,5,3,0,1,0,4,2,5,5,0,0,0,0,4,0,4,4,0,4,4,4,4,4,0,4,3,5,0,2,0,5,0,0,0,4,4,0,5,0,5,3,0,0,0,1,0,4,0
123,5,2,2,0,0,0,0,0,0,0,0,3,0,0,5,0,5,2,2,0,0,0,4,0,0,0,0,5,0,4,0,5,0,4,0,3,1,5,5,5,0,0,0,4,0,0,3,1,2,1,0,5,5,4,0,2,4,5,5,4,3,1,4,4,0,4,5,5,4,0,4,0,0,4,0,3,0,0,0,4,0,0,5,5,0,0,0,0,4,0,0,0,0,4,4
124,5,0,0,0,0,0,4,3,0,0,4,0,0,5,4,1,0,0,3,4,0,4,0,4,4,0,0,1,3,0,4,0,1,4,4,4,0,0,4,5,0,4,1,0,0,2,0,0,4,0,0,4,5,0,0,2,5,3,0,0,4,3,0,5,4,5,0,0,2,3,0,0,0,2,0,4,0,3,4,3,5,1,1,4,5,0,0,0,0,0,2,0,0,5,0
125,0,5,0,5,0,2,3,0,3,5,4,0,4,0,0,0,5,0,5,4,0,5,0,3,2,0,2,5,4,3,5,3,0,4,0,5,0,5,0,1,0,3,5,2,4,3,5,0,3,0,0,5,5,0,0,3,0,4,0,0,5,1,5,4,0,0,5,3,1,3,4,0,5,4,5,0,0,2,0,4,0,0,3,0,4,5,3,4,0,0,0,0,3,0,2
126,4,0,4,5,4,0,0,2,0,0,4,4,1,5,0,1,4,0,5,1,4,0,4,5,4,2,4,5,0,0,5,5,0,0,4,0,4,0,0,0,5,3,3,2,3,4,4,0,0,5,4,0,0,3,4,4,3,4,0,0,5,5,4,2,5,5,2,3,2,4,5,5,0,3,0,0,0,0,3,0,0,3,2,0,4,0,0,4,5,0,0,0,4,0,5
127,0,3,2,4,0,1,4,5,5,4,0,0,4,4,1,0,5,5,0,0,0,0,0,0,3,5,0,4,0,5,0,0,0,0,0,3,5,4,4,4,0,0,0,3,0,5,5,3,0,5,4,1,3,0,0,0,5,5,0,0,5,0,0,0,1,0,0,5,0,3,0,4,0,0,1,0,5,2,5,5,4,3,3,4,5,5,4,0,0,5,0,3,5,5,0
128,0,3,5,0,0,0,4,0,4,3,5,3,0,5,4,4,0,5,0,0,0,0,0,0,1,0,3,0,5,0,4,3,5,3,0,4,0,3,0,3,0,0,3,0,0,0,0,5,5,0,0,0,0,4,5,4,4,0,5,3,2,3,5,3,5,4,5,0,4,4,3,4,2,3,5,4,0,0,0,5,0,3,2,0,5,5,4,4,0,5,5,1,1,4,5
129,4,4,4,5,0,0,5,4,0,4,1,0,4,0,5,1,5,0,5,3,0,5,0,3,4,1,0,0,5,5,0,5,0,0,2,0,0,4,5,0,4,4,4,0,5,0,0,3,5,5,4,0,5,5,0,5,0,0,0,0,4,4,0,0,0,0,0,5,0,4,4,0,5,0,5,5,5,0,1,4,0,5,5,5,0,0,5,4,0,5,0,0,5,0,5
130,4,0,0,0,3,4,0,5,0,5,2,4,5,0,0,4,0,1,0,3,0,0,5,5,0,5,5,5,5,3,0,3,5,5,5,5,0,0,0,0,5,4,5,0,0,4,4,5,0,0,2,5,0,0,3,0,4,0,5,0,0,2,4,4,3,4,0,5,5,0,0,0,3,3,0,0,2,4,3,4,3,5,0,0,5,5,5,3,4,5,0,0,5,4,5
131,0,5,0,0,0,0,5,4,0,4,3,5,5,4,4,0,0,3,0,0,0,0,0,0,5,0,5,5,5,5,3,4,0,4,5,5,0,0,4,4,0,5,3,0,1,0,2,4,5,4,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,5,3,2,1,5,3,5,2,0,5,0,0,4,4,1,0,5,2,5,5,1,0,5,3,3,3,3,0,0
132,1,0,5,0,4,0,4,4,0,5,3,1,0,5,2,4,4,0,2,0,0,4,5,0,5,0,4,0,0,0,0,5,0,5,0,0,5,4,2,5,0,5,0,5,4,4,4,0,0,5,0,3,5,3,4,0,5,5,0,2,0,5,0,2,5,0,0,5,5,0,3,5,3,5,4,5,3,0,0,0,2,0,5,0,0,5,4,5,5,0,0,0,0,0,4
133,4,3,0,4,5,0,0,5,5,0,2,4,5,0,4,4,5,4,4,0,3,3,0,4,0,4,4,4,0,0,5,3,3,5,0,4,5,0,0,0,0,0,4,0,1,0,0,5,4,4,0,0,0,0,0,2,0,4,3,5,4,0,3,0,0,3,3,5,5,5,1,5,4,4,5,3,4,0,5,5,0,4,0,3,4,0,4,5,4,5,4,5,0,5,3
134,0,4,0,4,5,5,4,2,2,5,0,0,0,5,2,0,0,3,3,1,0,0,0,0,1,5,4,0,4,5,0,0,5,4,5,0,0,4,4,5,4,4,1,4,0,2,5,0,4,4,4,1,5,3,0,0,0,5,1,4,0,5,1,0,0,0,0,0,4,0,0,3,0,0,3,5,4,0,0,0,5,4,5,3,0,4,5,4,0,4,0,2,5,0,0
135,4,4,5,0,1,0,5,0,0,0,5,0,0,4,0,3,5,4,2,1,4,3,0,0,2,4,3,0,5,5,0,4,5,4,2,5,0,0,0,0,5,5,5,0,0,0,4,4,0,5,4,5,5,0,0,3,5,4,4,0,4,0,5,4,0,0,0,5,0,5,4,4,0,4,0,4,5,0,2,0,1,0,0,0,0,0,0,0,5,4,4,0,2,0,5
136,0,5,4,5,5,5,0,0,1,5,3,5,4,4,5,5,4,4,0,0,5,5,4,5,4,4,0,1,4,0,0,3,5,0,4,0,4,4,4,4,4,3,0,0,5,4,3,5,4,0,3,3,4,0,0,2,5,0,0,4,0,0,0,3,0,0,0,1,0,5,4,0,0,0,5,3,5,1,0,4,4,5,0,0,5,5,4,5,5,0,3,5,5,5,4
137,2,0,0,5,2,0,4,4,0,4,0,1,4,0,0,4,4,0,3,5,5,0,0,0,5,0,4,0,4,5,0,0,0,4,5,0,4,3,4,0,5,0,1,0,5,3,0,5,0,0,0,1,4,3,5,4,5,3,4,0,0,5,0,5,0,4,5,3,5,0,0,4,2,4,0,5,5,3,4,4,5,3,4,0,2,0,3,5,5,4,0,4,0,0,3
138,1,0,5,3,0,0,5,5,5,4,3,2,0,0,5,4,2,5,0,0,4,0,0,0,0,4,5,0,4,4,3,4,1,4,4,4,0,5,0,4,4,0,0,4,5,0,0,3,4,4,1,5,5,1,4,3,0,4,4,1,0,0,5,5,2,4,5,0,4,2,5,4,0,0,5,4,5,0,0,0,5,5,4,4,0,5,0,4,4,3,0,5,3,0,4
139,2,3,3,1,4,5,1,5,5,0,0,5,3,4,3,4,4,2,4,3,4,5,5,0,0,5,0,5,4,3,4,5,1,2,4,0,1,0,3,5,5,3,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,5,4,4,5,0,0,0,4,0,3,0,0,3,5,5,4,5,0,5,0,0,4,4,4,0,0,1,5,0,4,4,5,3,4,0,4,0,3
140,0,5,5,3,4,1,3,0,4,4,5,1,0,5,2,3,0,0,0,0,0,0,0,0,1,3,0,0,1,5,4,5,5,0,5,0,0,4,4,0,4,0,0,2,0,1,5,2,4,5,1,2,0,5,4,0,4,5,5,3,1,4,4,4,0,0,3,5,4,5,4,1,5,0,0,3,4,0,2,0,4,3,0,0,4,5,5,3,2,5,0,0,5,0,0
141,5,0,2,0,4,4,2,1,3,5,2,1,0,4,0,4,4,4,0,5,0,1,3,0,5,5,4,0,4,1,2,3,4,5,0,4,3,2,0,4,3,4,0,5,4,5,0,2,0,4,4,4,0,0,4,0,4,0,0,0,0,0,0,2,1,1,0,0,3,5,5,0,3,4,4,0,5,0,1,4,5,0,0,0,0,3,1,0,4,0,0,0,3,0,5
